longitude,latitude
27.554666,53.899573
27.428837,53.889594
27.542604,53.906411
27.535963,53.886795
27.547656,53.900101
27.54197,53.897655
27.483483,53.933312
27.609701,53.886626
27.547847,53.905472
27.494161,53.892849
27.512971,53.872367
27.687395,53.847042
27.641555,53.898034
27.552249,53.90294
27.585584,53.898601
27.558351,53.912492
27.477498,53.855039
27.532395,53.884242
27.521339,53.916456
27.536846,53.890084
27.669625,53.923647
27.578307,53.903207
27.69634,53.836512
27.562006,53.900423
27.563632,53.899001
27.562637,53.847726
27.680064,54.012721
27.665951,53.995137
27.524078,53.883819
27.483487,53.899016
27.496233,53.898889
27.495782,53.901443
27.482682,53.899755
27.483422,53.900191
27.483691,53.899597
27.481985,53.898693
27.482403,53.895893
27.483412,53.895109
27.502732,53.902103
27.501922,53.902096
27.483469,53.905886
27.489348,53.906423
27.492484,53.906024
27.487645,53.904302
27.466249,53.867823
27.459254,53.9358
27.459769,53.936419
27.502187,53.891412
27.559897,53.929725
27.568863,53.912285
27.43345,53.933494
27.446003,53.887595
27.422832,53.912443
27.45998,53.849318
27.602729,53.918388
27.510864,53.924933
27.698912,53.929588
27.683655,53.93436
27.471254,53.869085
27.469559,53.868724
27.469313,53.86813
27.469849,53.867699
27.46603,53.864068
27.464313,53.864568
27.482059,53.904797
27.506933,53.90192
27.504379,53.899878
27.495116,53.906246
27.49445,53.903243
27.492691,53.903231
27.490438,53.90306
27.48312,53.894281
27.490474,53.904282
27.55682,53.870507
27.557485,53.870501
27.468814,53.866659
27.61884,53.887276
27.523998,53.917922
27.458769,53.867494
27.458254,53.866766
27.464281,53.934822
27.472489,53.850372
27.490432,53.903698
27.571738,53.841725
27.489939,53.904931
27.471083,53.868434
27.470396,53.868827
27.469066,53.867549
27.474044,53.868808
27.464034,53.865138
27.473454,53.867435
27.463143,53.864423
27.46324,53.863651
27.472628,53.870275
27.472478,53.869769
27.47178,53.870098
27.471018,53.870035
27.470267,53.869402
27.484548,53.868896
27.482455,53.866252
27.468222,53.859807
27.466934,53.859921
27.466216,53.860073
27.46275,53.865539
27.471537,53.870663
27.470582,53.871024
27.47143,53.871581
27.470282,53.871669
27.48262,53.870853
27.59063,53.936647
27.676427,53.953146
27.472219,53.93738
27.689357,53.858073
27.689464,53.858706
27.5222,53.854696
27.606162,53.950657
27.551429,53.958669
27.572545,53.872232
27.6074,53.928234
27.591462,53.936811
27.60609,53.943817
27.460713,53.866909
27.553333,53.903436
27.66499,53.924512
27.60978,53.89069
27.529996,53.910005
27.478502,53.869474
27.477311,53.868272
27.467904,53.862034
27.478065,53.871149
27.475779,53.870421
27.47933,53.86771
27.467553,53.872842
27.460412,53.864696
27.555345,53.890017
27.532641,53.906786
27.416954,53.909945
27.684326,53.946762
27.564523,53.847018
27.654919,53.933402
27.439892,53.905896
27.46376,53.871451
27.465638,53.872628
27.465134,53.872191
27.564762,53.848976
27.59195,53.934509
27.589075,53.837873
27.588571,53.837278
27.589611,53.83731
27.468926,53.939639
27.644653,53.836514
27.67258,53.929918
27.460685,53.935211
27.432169,53.935038
27.594078,53.935513
27.411565,53.872057
27.455364,53.877597
27.63076,53.962571
27.543277,53.903008
27.670897,53.960432
27.477971,53.868772
27.46456,53.863388
27.463315,53.862445
27.462006,53.862629
27.466931,53.862414
27.46884,53.862357
27.482981,53.868057
27.480417,53.864274
27.47914,53.863047
27.473347,53.860813
27.47575,53.861041
27.475997,53.86056
27.474409,53.859079
27.46971,53.859649
27.460794,53.862907
27.460193,53.863078
27.465493,53.860433
27.461738,53.8649
27.471995,53.859524
27.458573,53.863377
27.45838,53.862795
27.457908,53.864269
27.456867,53.863592
27.455547,53.864927
27.455279,53.864333
27.471759,53.859204
27.471962,53.858913
27.46781,53.871459
27.467649,53.870959
27.471018,53.864202
27.473465,53.862981
27.471716,53.862842
27.471093,53.866043
27.469924,53.864626
27.46943,53.864917
27.465053,53.868371
27.464055,53.868935
27.462972,53.869542
27.475208,53.864022
27.461888,53.870354
27.471051,53.939056
27.468487,53.939789
27.720998,53.947341
27.582249,53.815959
27.604843,53.958028
27.41965,53.916016
27.524137,53.865046
27.457023,53.936922
27.416967,53.910207
27.542764,53.903002
27.533424,53.873683
27.682241,53.949763
27.60467,53.943648
27.426078,53.908243
27.428605,53.924006
27.430013,53.926878
27.430946,53.927036
27.669734,53.879137
27.427387,53.901842
27.754925,53.83244
27.755805,53.832731
27.472826,53.919755
27.545077,53.876726
27.521018,53.908542
27.461647,53.894158
27.628323,53.867644
27.638572,53.919234
27.534662,53.879478
27.609808,53.889484
27.443997,53.876433
27.444415,53.876515
27.467119,53.873813
27.466808,53.873952
27.703496,53.945965
27.44773,53.886653
27.443883,53.877809
27.671737,53.929009
27.516872,53.884591
27.488272,53.853421
27.49015,53.853054
27.476742,53.871233
27.480057,53.868782
27.485089,53.870724
27.513801,53.886869
27.490145,53.935342
27.47415,53.937787
27.473097,53.938216
27.46681,53.940243
27.464949,53.941655
27.445752,53.877466
27.618649,53.86915
27.66874,53.948144
27.474307,53.865801
27.478652,53.864947
27.477558,53.864827
27.687036,53.949389
27.527643,53.912578
27.421505,53.923969
27.48849,53.851138
27.555816,53.894963
27.435399,53.922272
27.437738,53.922752
27.438307,53.923624
27.439466,53.924894
27.566674,53.927238
27.491045,53.842973
27.582514,53.934897
27.444823,53.887936
27.568984,53.883578
27.575524,53.94085
27.575128,53.941102
27.574774,53.941361
27.473231,53.934412
27.47381,53.934892
27.43229,53.926207
27.43329,53.928737
27.544114,53.899622
27.406992,53.939664
27.593756,53.909589
27.438156,53.906045
27.457121,53.865833
27.526846,53.912409
27.573102,53.923309
27.54277,53.889665
27.575057,53.940714
27.473253,53.880371
27.449879,53.886681
27.426746,53.881826
27.425942,53.882092
27.42547,53.881497
27.426038,53.881143
27.440426,53.879009
27.455424,53.874689
27.456315,53.874
27.413169,53.876138
27.595767,53.935957
27.548395,53.907217
27.667703,53.91432
27.529303,53.842472
27.555382,53.873592
27.556782,53.886289
27.686526,53.93694
27.685475,53.936876
27.68614,53.93603
27.718045,53.936805
27.71945,53.936735
27.588434,53.889386
27.483735,53.865735
27.542368,53.880073
27.539662,53.880312
27.541284,53.879718
27.54088,53.880496
27.553992,53.869895
27.626903,53.867292
27.52775,53.912142
27.519679,53.883892
27.549308,53.880205
27.548574,53.88078
27.54928,53.88313
27.549849,53.882377
27.548862,53.882371
27.502494,53.850482
27.634971,53.943287
27.636033,53.942473
27.605909,53.958989
27.604685,53.959018
27.546791,53.884736
27.539551,53.882792
27.540666,53.882667
27.541005,53.882232
27.541686,53.88178
27.542456,53.883575
27.54181,53.883048
27.542078,53.882624
27.543065,53.882333
27.54339,53.883158
27.544034,53.882734
27.526146,53.914195
27.526972,53.913449
27.526554,53.913676
27.468617,53.939022
27.655777,53.870249
27.544967,53.878282
27.682155,53.937716
27.683099,53.936307
27.682605,53.934558
27.563027,53.865398
27.636387,53.942068
27.637031,53.941841
27.63761,53.942511
27.638415,53.941797
27.638951,53.941412
27.639477,53.941146
27.639788,53.941917
27.464991,53.939035
27.479013,53.855617
27.703904,53.946722
27.501936,53.871128
27.619704,53.929755
27.620004,53.93028
27.620927,53.929938
27.62127,53.930703
27.622547,53.931019
27.620991,53.931107
27.621903,53.931347
27.474343,53.879364
27.475523,53.879338
27.644993,53.918848
27.686394,53.935333
27.686867,53.934644
27.685858,53.93484
27.686695,53.933539
27.685678,53.933852
27.685912,53.939195
27.685016,53.939075
27.684748,53.939637
27.697919,53.818896
27.576265,53.940616
27.638302,53.918314
27.682865,53.938232
27.683369,53.937392
27.683661,53.935349
27.683385,53.934073
27.683755,53.933362
27.486465,53.84759
27.487323,53.847077
27.653157,53.937004
27.652019,53.936492
27.651805,53.937105
27.653832,53.936404
27.651139,53.938456
27.651322,53.939618
27.651976,53.939782
27.65218,53.940193
27.647073,53.939542
27.646108,53.94049
27.64658,53.941355
27.645228,53.940796
27.644616,53.940907
27.644359,53.940319
27.644799,53.939688
27.645271,53.939321
27.654047,53.937237
27.652566,53.938052
27.65379,53.938153
27.65262,53.939132
27.653425,53.939896
27.652878,53.940837
27.651408,53.940433
27.652073,53.941418
27.654626,53.936151
27.649745,53.941285
27.650818,53.940925
27.650818,53.941412
27.642237,53.936366
27.640949,53.935823
27.641507,53.936353
27.642054,53.935652
27.648277,53.9349
27.642848,53.93454
27.643421,53.93317
27.642612,53.933467
27.645015,53.933915
27.644848,53.934452
27.645041,53.936091
27.645702,53.935065
27.643758,53.936448
27.646719,53.935267
27.646977,53.936195
27.648736,53.935456
27.648833,53.940711
27.648087,53.936069
27.649401,53.935905
27.64879,53.936997
27.647449,53.937458
27.651794,53.935311
27.650034,53.935589
27.647728,53.934142
27.646344,53.934363
27.650335,53.93641
27.650614,53.937199
27.651606,53.935886
27.686845,53.944045
27.688186,53.944449
27.69089,53.94534
27.692487,53.945804
27.694688,53.946293
27.560193,53.879459
27.601402,53.834812
27.485091,53.87166
27.567693,53.90418
27.604675,53.923707
27.603924,53.923258
27.588882,53.925646
27.543203,53.878766
27.555279,53.894363
27.527374,53.840532
27.46057,53.875601
27.460525,53.875835
27.544561,53.908813
27.655777,53.875778
27.633909,53.941241
27.634016,53.940938
27.634574,53.940509
27.635325,53.940439
27.633373,53.940212
27.635744,53.940041
27.635078,53.938949
27.629437,53.941589
27.636151,53.939321
27.637728,53.938425
27.636076,53.938848
27.636892,53.939296
27.63613,53.938084
27.498136,53.930409
27.500914,53.931565
27.499166,53.930656
27.500829,53.930454
27.503747,53.931641
27.502159,53.931622
27.632117,53.95399
27.538744,53.879667
27.547746,53.880173
27.539806,53.874209
27.634778,53.954488
27.630787,53.954659
27.634998,53.953863
27.494627,53.932892
27.496419,53.933271
27.496548,53.93454
27.48702,53.932248
27.486398,53.932424
27.634823,53.946691
27.632484,53.94628
27.633439,53.949046
27.63272,53.948105
27.63228,53.948932
27.550589,53.880509
27.488256,53.932601
27.487623,53.932437
27.573749,53.922077
27.489741,53.933132
27.489339,53.932901
27.550419,53.879775
27.547456,53.879699
27.541128,53.87345
27.537028,53.881577
27.539581,53.877953
27.628362,53.941822
27.634523,53.953043
27.501979,53.93238
27.63875,53.937749
27.551089,53.878036
27.502612,53.92986
27.637516,53.93761
27.63919,53.936928
27.50333,53.930788
27.502987,53.931085
27.500262,53.925261
27.500874,53.92588
27.637816,53.93718
27.551321,53.879408
27.50951,53.92926
27.509006,53.929702
27.636904,53.946899
27.633686,53.948339
27.510208,53.929746
27.499672,53.933978
27.498395,53.934509
27.634854,53.948528
27.553048,53.878055
27.634681,53.939732
27.645496,53.938886
27.640391,53.93814
27.492473,53.930877
27.494243,53.93063
27.495091,53.930624
27.496131,53.930561
27.629502,53.942087
27.638095,53.951736
27.640542,53.951269
27.628246,53.941349
27.636347,53.94772
27.634512,53.945548
27.538929,53.877454
27.541085,53.874557
27.552104,53.883373
27.551868,53.881875
27.63536,53.946495
27.640284,53.938684
27.635209,53.944923
27.641164,53.939271
27.635842,53.945775
27.63404,53.953952
27.636432,53.952645
27.638684,53.951158
27.636937,53.937054
27.637806,53.952487
27.552898,53.879364
27.541171,53.877751
27.506957,53.93173
27.508131,53.929913
27.507268,53.9301
27.507719,53.930807
27.636089,53.95351
27.550752,53.878908
27.641464,53.945586
27.639512,53.944658
27.640263,53.944582
27.641046,53.944588
27.641829,53.944727
27.619953,53.933334
27.61991,53.932405
27.48169,53.93929
27.482559,53.939334
27.4836,53.939315
27.485714,53.938627
27.487699,53.938886
27.489285,53.938646
27.491379,53.938267
27.553423,53.883278
27.553144,53.881818
27.486454,53.931761
27.486207,53.931395
27.484543,53.931051
27.484941,53.931799
27.484137,53.931673
27.48389,53.930896
27.483257,53.931092
27.635671,53.954236
27.618161,53.934875
27.617303,53.935052
27.619009,53.932728
27.618118,53.934446
27.621047,53.932936
27.618721,53.927472
27.636121,53.945232
27.63669,53.9445
27.638857,53.943837
27.640477,53.94329
27.641313,53.943398
27.587947,53.925504
27.614704,53.885631
27.466464,53.939669
27.665591,53.924054
27.475766,53.933606
27.475744,53.934281
27.475562,53.934591
27.551275,53.931379
27.642011,53.943609
27.537887,53.881457
27.535705,53.87753
27.554786,53.878314
27.542334,53.877583
27.547705,53.878795
27.642132,53.920225
27.620768,53.933258
27.617185,53.93401
27.616468,53.934401
27.61914,53.926897
27.482302,53.940351
27.482023,53.939808
27.482967,53.939902
27.480435,53.933416
27.459538,53.931963
27.460495,53.931834
27.641625,53.919249
27.643065,53.919486
27.643065,53.918993
27.49405,53.932127
27.522448,53.851511
27.627388,53.941563
27.650455,53.836987
27.573449,53.922829
27.634405,53.952651
27.539599,53.93209
27.538741,53.932544
27.537346,53.932563
27.536681,53.933189
27.536935,53.932064
27.538376,53.932854
27.56243,53.935759
27.562698,53.936309
27.575959,53.922607
27.574496,53.92492
27.574028,53.927769
27.637344,53.947922
27.464451,53.942094
27.624663,53.931047
27.90829,53.880768
27.90652,53.879079
27.678661,53.912434
27.446727,53.888647
27.610651,53.927554
27.478753,53.907246
27.417287,53.908472
27.662562,53.881463
27.615245,53.952051
27.555797,53.877207
27.68377,53.938134
27.479579,53.855159
27.513787,53.96574
27.514115,53.96591
27.512434,53.964759
27.51253,53.964967
27.5128,53.965169
27.558806,53.918368
27.545653,53.9263
27.545282,53.927023
27.414809,53.908143
27.415134,53.90856
27.416118,53.908093
